"feature","variable","level","estimate","std.error","p.value","q.value","method"
"Prevotella_intermedia","CERCLAGE","Yes",0.883642038698584,0.146165075979444,1.91417285407679e-09,9.06713457194268e-08,"LM_CLR"
"Streptococcus_pneumoniae","OUT_GROUP","D",0.721623571501806,0.120565302716912,2.56763514130559e-09,1.15543581358751e-07,"LM_CLR"
"Candida_viswanathii","OUT_GROUP","D",0.731020940485107,0.122615801131286,2.95706289243604e-09,1.22900208526631e-07,"LM_CLR"
"Porphyromonas_sp..oral.taxon.278","OUT_GROUP","D",0.796817665490114,0.13371109197162,3.00422731953986e-09,1.22900208526631e-07,"LM_CLR"
"Lactobacillus_acidophilus","OUT_GROUP","D",-0.898316927703703,0.151090867423302,3.42394666131068e-09,1.3149438495311e-07,"LM_CLR"
"Staphylococcus_aureus","OUT_GROUP","D",0.887372061598071,0.149553756522098,3.50651693208293e-09,1.3149438495311e-07,"LM_CLR"
"Bacteroides_fragilis","OUT_GROUP","D",0.490366051612455,0.0836999484680228,5.74769711296058e-09,2.06917096066581e-07,"LM_CLR"
"Escherichia_coli","OUT_GROUP","D",1.11500321061231,0.192191153813863,8.05197942266883e-09,2.78722364630844e-07,"LM_CLR"
"Lactobacillus_paragasseri","OUT_GROUP","C",-1.23402458176163,0.213689650175494,9.37605456327132e-09,3.12535152109044e-07,"LM_CLR"
"Prevotella_timonensis","IMC","IMC",0.398260741483148,0.0694495726290843,1.18306331181515e-08,3.80270350226297e-07,"LM_CLR"
"Lactobacillus_acidophilus","IMC","IMC",-0.304371246547153,0.0531902635188198,1.26783196254947e-08,3.81772066308244e-07,"LM_CLR"
"Staphylococcus_epidermidis","IMC","IMC",-0.345242504646504,0.060309149492773,1.27257355436081e-08,3.81772066308244e-07,"LM_CLR"
"Levilactobacillus_spicheri","OUT_GROUP","D",0.61092249882692,0.107002680112887,1.38022557055335e-08,4.00710649515489e-07,"LM_CLR"
"Lactobacillus_delbrueckii","IMC","IMC",-0.2540848986731,0.0446164942064976,1.48259401881594e-08,4.16979567791983e-07,"LM_CLR"
"Lactobacillus_kefiranofaciens","OUT_GROUP","D",-1.14952407768683,0.202294339118843,1.59377061940085e-08,4.3466471438205e-07,"LM_CLR"
"Lactobacillus_crispatus","IMC","IMC",-0.760696826838839,0.137250098244766,3.51445450350793e-08,9.30296780340334e-07,"LM_CLR"
"Lactobacillus_helveticus","IMC","IMC",-0.422937930581988,0.0764926973225071,3.79280976052712e-08,9.75293938421259e-07,"LM_CLR"
"Peptoniphilus_duerdenii","IMC","IMC",0.271352020364459,0.0494468971349525,4.79069045803142e-08,1.19767261450786e-06,"LM_CLR"
"Lactobacillus_amylovorus","IMC","IMC",-0.395547581776601,0.0729855657287379,6.95033147386167e-08,1.6906211693177e-06,"LM_CLR"
"Limosilactobacillus_reuteri","OUT_GROUP","D",-0.869862286930099,0.160846946627398,7.41431908225871e-08,1.75602294053496e-06,"LM_CLR"
"Pseudomonas_aeruginosa","OUT_GROUP","D",0.619360180038606,0.116480435335709,1.21526028834482e-07,2.80444681925727e-06,"LM_CLR"
"Fusobacterium_nucleatum","CERCLAGE","Yes",1.003067947056,0.189258110299059,1.34704664647245e-07,3.03085495456301e-06,"LM_CLR"
"Anaerococcus_lactolyticus","IMC","IMC",0.271743631917813,0.0515105726001221,1.52131656172838e-07,3.33947537940376e-06,"LM_CLR"
"Candida_tropicalis","OUT_GROUP","D",0.602835667883696,0.115761070105346,2.11678478739971e-07,4.43047978758079e-06,"LM_CLR"
"Ezakiella_coagulans","IMC","IMC",0.281184162998905,0.0539071421083296,2.09350718493288e-07,4.43047978758079e-06,"LM_CLR"
"Candida_maltosa","OUT_GROUP","D",0.513130469253113,0.0986445790529296,2.27575894090654e-07,4.6549614700361e-06,"LM_CLR"
"Bradyrhizobium_erythrophlei","OUT_GROUP","D",0.473112230781434,0.0910747624363231,2.33588424207735e-07,4.6717684841547e-06,"LM_CLR"
"Prevotella_disiens","CERCLAGE","Yes",1.21452827589458,0.235842624422045,2.9932953874536e-07,5.85644749719183e-06,"LM_CLR"
"Bacillus_cereus","OUT_GROUP","D",0.408669961453483,0.0799686117962272,3.67161463273054e-07,7.03075142437762e-06,"LM_CLR"
"Peptoniphilus_coxii","IMC","IMC",0.231512575871142,0.0464128691914146,6.82924016095809e-07,1.28048253017964e-05,"LM_CLR"
"Limosilactobacillus_coleohominis","IMC","IMC",-0.33753196220874,0.0680354298469899,7.80917471258277e-07,1.4343382125152e-05,"LM_CLR"
"Prevotella_intermedia","OUT_GROUP","D",0.49075202150749,0.100122263833041,1.05460365042645e-06,1.89828657076761e-05,"LM_CLR"
"Limosilactobacillus_fermentum","OUT_GROUP","D",-0.666178785131875,0.138764696844923,1.73627887752164e-06,3.06402154856759e-05,"LM_CLR"
"Enterococcus_faecium","OUT_GROUP","D",0.601632762322969,0.127687992904154,2.72404429071874e-06,4.7146920416286e-05,"LM_CLR"
"Lactobacillus_amylovorus","OUT_GROUP","D",-0.973825185638345,0.207294116422306,2.86960070433565e-06,4.87290685641903e-05,"LM_CLR"
"Prevotella_disiens","IMC","IMC",0.264827958988297,0.0568776660003393,3.5133266668512e-06,5.85554444475201e-05,"LM_CLR"
"Bacillus_cereus","OUT_GROUP","C",0.339875498837193,0.0731829992760701,3.77934742614194e-06,6.18438669732318e-05,"LM_CLR"
"Prevotella_bivia","PAT_AGE","PAT_AGE",-0.339651333021928,0.0734370521926501,4.07770548209906e-06,6.55345523908777e-05,"LM_CLR"
"Escherichia_coli","OUT_GROUP","C",0.815002860536818,0.176532244579075,4.27007273055833e-06,6.74222010088157e-05,"LM_CLR"
"Prevotella_nigrescens","CERCLAGE","Yes",0.539872178966127,0.117534881675819,4.81723365706896e-06,7.4750177437277e-05,"LM_CLR"
"Lactobacillus_kitasatonis","IMC","IMC",-0.282416627823391,0.0619965351935486,5.65137644404734e-06,8.62074372820781e-05,"LM_CLR"
"Escherichia_coli","BIL_INC_ATB","Yes",0.678376244779785,0.149056128353158,5.76870278559906e-06,8.65305417839859e-05,"LM_CLR"
"Staphylococcus_hominis","IMC","IMC",-0.242125607628096,0.0541876709985402,8.54744683836929e-06,0.000126109871385776,"LM_CLR"
"Lactobacillus_taiwanensis","IMC","IMC",-0.227579871915569,0.0511867839192021,9.39059052406524e-06,0.000136315023736431,"LM_CLR"
"Lactobacillus_hominis","OUT_GROUP","C",-0.626159282284985,0.14180806881557,1.08267720387102e-05,0.000154668171981575,"LM_CLR"
"Fusobacterium_nucleatum","IMC","IMC",0.200801941321462,0.0455917349352708,1.13704013387593e-05,0.000159896268826303,"LM_CLR"
"Trichomonas_vaginalis","IMC","IMC",-0.132263820003269,0.0302678664177467,1.30972801200128e-05,0.000181346955507869,"LM_CLR"
"Limosilactobacillus_coleohominis","OUT_GROUP","D",-0.841473525582207,0.193226325148423,1.42193260627555e-05,0.000193899900855756,"LM_CLR"
"Bradyrhizobium_diazoefficiens","OUT_GROUP","D",0.577286034746668,0.133888548380503,1.72611221533897e-05,0.000231379435976203,"LM_CLR"
"Finegoldia_magna","IMC","IMC",0.236833448901556,0.0549602793760026,1.74820018293131e-05,0.000231379435976203,"LM_CLR"
"Prevotella_buccalis","IMC","IMC",0.255908628523808,0.0594549073356633,1.78710785500048e-05,0.00023310102456528,"LM_CLR"
"Salmonella_enterica","OUT_GROUP","D",0.544318477912314,0.127809826449651,2.18296085113543e-05,0.000280666395145984,"LM_CLR"
"Prevotella_disiens","PAT_AGE","PAT_AGE",-0.233313455410096,0.0554962997379925,2.78429665418118e-05,0.00035293901250184,"LM_CLR"
"Enterococcus_faecium","OUT_GROUP","C",0.478970801836757,0.116571462616859,4.26217227182874e-05,0.000532771533978592,"LM_CLR"
"Klebsiella_pneumoniae","OUT_GROUP","C",0.622160354599785,0.151742239206179,4.39115629391599e-05,0.000541375433496491,"LM_CLR"
"Salmonella_enterica","BIL_INC_ATB","Yes",0.397603471675953,0.0991800822022235,6.39285344463997e-05,0.000777509202726483,"LM_CLR"
"Atopobium_deltae","IMC","IMC",0.216694185084968,0.0541207912686899,6.53583351920897e-05,0.000784300022305076,"LM_CLR"
"Prevotella_buccalis","CERCLAGE","Yes",0.984629446460924,0.246460293676922,6.81795959359242e-05,0.000807389951872787,"LM_CLR"
"Streptomyces_caelestis","OUT_GROUP","C",0.532376204474569,0.13451301009014,7.83778990352633e-05,0.000916105313399181,"LM_CLR"
"Lactobacillus_kitasatonis","OUT_GROUP","D",-0.696678898708342,0.17608396442521,7.95844167181653e-05,0.000918281731363446,"LM_CLR"
"Ralstonia_insidiosa","OUT_GROUP","B",0.840624691777705,0.213471518476312,8.58667148450189e-05,0.00097822839696857,"LM_CLR"
"Ralstonia_insidiosa","OUT_GROUP","D",0.829640893121743,0.211013336683622,8.81525221209789e-05,0.000991715873861012,"LM_CLR"
"Bacteroides_fragilis","OUT_GROUP","C",0.301136389855199,0.0767458811571821,9.14997240082526e-05,0.00101225852056183,"LM_CLR"
"Lactobacillus_iners","IMC","IMC",0.487122392708045,0.1242542420602,9.23806967037821e-05,0.00101225852056183,"LM_CLR"
"Proteus_mirabilis","OUT_GROUP","D",0.398110358227901,0.101606562255186,9.33527302295905e-05,0.00101225852056183,"LM_CLR"
"Bradyrhizobium_sp..BTAi1","BIL_INC_ATB","Yes",-0.427689907711526,0.110109115396892,0.000107062023141344,0.00114709310508583,"LM_CLR"
"Staphylococcus_aureus","OUT_GROUP","C",0.525826622869281,0.13649868867742,0.000120856222625551,0.0012796541219176,"LM_CLR"
"Streptococcus_anginosus","IMC","IMC",0.256535763534648,0.0668095175476037,0.000128303880830437,0.00134271503194643,"LM_CLR"
"Stenotrophomonas_maltophilia","OUT_GROUP","D",0.374284781857061,0.0976314296013105,0.000131611732088683,0.00134602907817972,"LM_CLR"
"Streptococcus_anginosus","CERCLAGE","Yes",1.06532666210814,0.277718725662783,0.000130673606206818,0.00134602907817972,"LM_CLR"
"Lactobacillus_hominis","OUT_GROUP","B",-0.593835399813025,0.155466589768235,0.000138861170779318,0.00140421408653243,"LM_CLR"
"Proteus_mirabilis","PAT_AGE","PAT_AGE",0.132563963070891,0.0348508834951108,0.000148649205558487,0.00148649205558487,"LM_CLR"
"Enterobacter_hormaechei","OUT_GROUP","D",0.452716974738848,0.119667893441813,0.00016088669070974,0.00159118705097545,"LM_CLR"
"Lactobacillus_kitasatonis","OUT_GROUP","C",-0.61651922671486,0.163717758998091,0.000172580235865219,0.0016701313148247,"LM_CLR"
"Prevotella_colorans","CERCLAGE","Yes",0.927631946468368,0.246244057220066,0.000172081656568132,0.0016701313148247,"LM_CLR"
"Bradyrhizobium_sp..BTAi1","OUT_GROUP","B",0.54159083775297,0.144937267663222,0.000193119627253872,0.00182955436345773,"LM_CLR"
"Limosilactobacillus_reuteri","IMC","IMC",-0.211710131828261,0.056626301652291,0.00019197355198951,0.00182955436345773,"LM_CLR"
"Bacillus_cereus","IMC","IMC",-0.105002936471705,0.0281287780621801,0.000197094455921274,0.00184776052426195,"LM_CLR"
"Trichomonas_vaginalis","OUT_GROUP","D",0.32027673619917,0.086064440535982,0.000203818195598658,0.00189109666019373,"LM_CLR"
"Lactobacillus_taiwanensis","OUT_GROUP","C",-0.495120270363085,0.134671195100107,0.00024512336090703,0.00223978979444486,"LM_CLR"
"Ralstonia_insidiosa","BIL_INC_ATB","Yes",-0.598334403932674,0.16282497711345,0.000246376877388935,0.00223978979444486,"LM_CLR"
"Limosilactobacillus_vaginalis","OUT_GROUP","D",-0.885727796340259,0.241494697454039,0.000253219159860881,0.00227897243874793,"LM_CLR"
"Pseudomonas_sp..ERMR1.02","OUT_GROUP","C",0.420213286702955,0.115097935132479,0.000268251441339397,0.00239035937827186,"LM_CLR"
"Lactobacillus_crispatus","OUT_GROUP","D",-1.41813640784131,0.389771703126114,0.000283577789800845,0.00250215696883099,"LM_CLR"
"Lactobacillus_delbrueckii","OUT_GROUP","D",-0.460406238446912,0.126757961484976,0.000290466932547393,0.00253806057565683,"LM_CLR"
"Megasphaera_Veillonellaceae.bacterium.DNF00626","IMC","IMC",0.221039795560671,0.0610751498053035,0.000305465843382879,0.0026434544138903,"LM_CLR"
"Streptococcus_pneumoniae","OUT_GROUP","C",0.397253726692985,0.110040737882923,0.000313926179134323,0.00269079582115134,"LM_CLR"
"Acidaminococcus_sp..CAG.542","OUT_GROUP","C",0.418211901968456,0.116287415627159,0.000330801467321784,0.00274590020945371,"LM_CLR"
"Gardnerella_vaginalis","IMC","IMC",0.419572903034016,0.116730722125812,0.000335610025599898,0.00274590020945371,"LM_CLR"
"Lactobacillus_taiwanensis","PAT_AGE","PAT_AGE",0.180109743159393,0.0500789383759209,0.000333195472602851,0.00274590020945371,"LM_CLR"
"Limosilactobacillus_fermentum","IMC","IMC",-0.175586714782884,0.0488426002482901,0.000334858474927949,0.00274590020945371,"LM_CLR"
"Limosilactobacillus_reuteri","OUT_GROUP","C",-0.536771276850842,0.149298067717297,0.000334927536394625,0.00274590020945371,"LM_CLR"
"Peptoniphilus_lacrimalis","CERCLAGE","Yes",0.742892972899207,0.210157036262523,0.000421397759371265,0.00341673858949675,"LM_CLR"
"Lactobacillus_kefiranofaciens","OUT_GROUP","C",-0.662348566219647,0.188256462169574,0.000447525341338106,0.00359618577860978,"LM_CLR"
"Streptococcus_agalactiae","OUT_GROUP","D",-0.699793612224411,0.199244063996317,0.000457565485587724,0.00364432687636241,"LM_CLR"
"Peptoniphilus_harei","IMC","IMC",0.151406380404226,0.0432192853337821,0.000473813539419247,0.00374063320594142,"LM_CLR"
"Corynebacterium_tuberculostearicum","IMC","IMC",0.183601165464103,0.0526200654606885,0.00049909339810006,0.00390594833295699,"LM_CLR"
"Staphylococcus_haemolyticus","CERCLAGE","Yes",-0.915975813890468,0.26521766672404,0.000573070601622202,0.00444623742637916,"LM_CLR"
"Porphyromonas_sp..oral.taxon.278","OUT_GROUP","C",0.420088595750765,0.12203898544705,0.000589186093129553,0.00453220071638118,"LM_CLR"
"Bradyrhizobium_diazoefficiens","BIL_INC_ATB","Yes",-0.355724241401344,0.103503326160662,0.000604475335548096,0.00461040510163802,"LM_CLR"
"Streptomyces_gancidicus","OUT_GROUP","C",0.472463133220496,0.138788645681519,0.000677159232792861,0.00512137234885357,"LM_CLR"
"Bacillus_dafuensis","OUT_GROUP","C",0.372386229624399,0.109593861711735,0.000692892676965901,0.00519669507724426,"LM_CLR"
"Bradyrhizobium_diazoefficiens","OUT_GROUP","B",0.460188059361122,0.136517825440886,0.00076731921657988,0.00570733301588341,"LM_CLR"
"Anaerococcus_hydrogenalis","OUT_GROUP","D",-0.439534691915209,0.130720148915781,0.00079240581558824,0.0057535908218508,"LM_CLR"
"Atopobium_deltae","OUT_GROUP","D",-0.517349453661112,0.15374303162901,0.000784671037792291,0.0057535908218508,"LM_CLR"
"Lactobacillus_hominis","IMC","IMC",-0.180849662343277,0.0537881063590245,0.000792716957677221,0.0057535908218508,"LM_CLR"
"Prevotella_nigrescens","OUT_GROUP","C",0.24982943369109,0.0743594461512456,0.000803547350061441,0.00578554092044238,"LM_CLR"
"Anaerococcus_hydrogenalis","IMC","IMC",0.153908286877777,0.045998134421236,0.000840617915589695,0.0059571348348876,"LM_CLR"
"Prevotella_bivia","CERCLAGE","Yes",1.04649931901795,0.312531080060817,0.000834303239750919,0.0059571348348876,"LM_CLR"
"Bradyrhizobium_sp..BTAi1","OUT_GROUP","D",0.470403186193777,0.142519883246514,0.000987333502723224,0.00694218869102267,"LM_CLR"
"Candida_dubliniensis","OUT_GROUP","C",0.399651758398047,0.121538635937894,0.00102614837046978,0.00715917467769614,"LM_CLR"
"Prevotella_colorans","IMC","IMC",0.193160742150271,0.0592214800050185,0.00113280480187751,0.00784249478222892,"LM_CLR"
"Peptoniphilus_lacrimalis","IMC","IMC",0.163694712131438,0.0505612737249757,0.00123238224439452,0.00846674824393183,"LM_CLR"
"Anaerococcus_lactolyticus","RCIU","Yes",-0.677604896452921,0.210207882386113,0.00129506449217944,0.00882998517395072,"LM_CLR"
"Lactobacillus_gasseri","OUT_GROUP","C",-0.75788222024255,0.235305991660514,0.00130582631721766,0.00883641868793903,"LM_CLR"
"Prevotella_bivia","BIL_INC_ATB","Yes",0.531669690535702,0.165433638000313,0.0013373338357228,0.0089820929264964,"LM_CLR"
"Prevotella_timonensis","CERCLAGE","Yes",0.924374840560654,0.288683045876429,0.00139564168646178,0.00930427790974522,"LM_CLR"
"Prevotella_disiens","OUT_GROUP","C",-0.474246156567076,0.148878145326817,0.00147745074194734,0.00977724755700446,"LM_CLR"
"Lactobacillus_crispatus","OUT_GROUP","C",-1.15450442624695,0.363207580126683,0.00151000218419117,0.00991972237789819,"LM_CLR"
"Lactobacillus_gasseri","CERCLAGE","Yes",1.18443307244642,0.373765439481072,0.00156146290579218,0.0101834537334273,"LM_CLR"
"Lactobacillus_paragasseri","OUT_GROUP","B",-0.73758748357365,0.233804911071619,0.00163695014062741,0.0105989577450695,"LM_CLR"
"Megasphaera_Veillonellaceae.bacterium.DNF00626","PAT_AGE","PAT_AGE",-0.188211883759113,0.0597967486516116,0.00167974615824117,0.0107983681601218,"LM_CLR"
"Citrobacter_freundii","OUT_GROUP","D",0.378294831157978,0.120596999785403,0.00174085707236774,0.0111118536534111,"LM_CLR"
"Limosilactobacillus_coleohominis","OUT_GROUP","C",-0.56183472411558,0.179810720300407,0.00181532666701306,0.0115055915514913,"LM_CLR"
"Ralstonia_pickettii","OUT_GROUP","B",0.539625984990474,0.173311559682314,0.00188171458427139,0.0118429589219878,"LM_CLR"
"Dialister_micraerophilus","IMC","IMC",0.183567351617109,0.0589998230981937,0.0018976087887573,0.0118600549297331,"LM_CLR"
"Citrobacter_freundii","BIL_INC_ATB","Yes",0.289147130712655,0.0936338685290244,0.00205064659656063,0.012728151288997,"LM_CLR"
"Ralstonia_pickettii","BIL_INC_ATB","Yes",-0.406915845843655,0.131914759599097,0.00207432744579892,0.0127869500083495,"LM_CLR"
"Bradyrhizobium_macuxiense","CERCLAGE","Yes",-0.449103898750288,0.145679035581309,0.00209356816198917,0.0128177642570766,"LM_CLR"
"Corynebacterium_tuberculostearicum","CERCLAGE","Yes",-0.66547424119857,0.216207346896131,0.00212832898158303,0.0128556784122465,"LM_CLR"
"Lactiplantibacillus_plantarum","IMC","IMC",-0.134774237579673,0.0437963169097769,0.0021278286486826,0.0128556784122465,"LM_CLR"
"Candida_maltosa","CERCLAGE","Yes",-0.436832662960555,0.142204594658664,0.00217593692748732,0.0130556215649239,"LM_CLR"
"Proteus_mirabilis","OUT_GROUP","C",0.286295153890053,0.0934232165639065,0.00222326412455961,0.0132512431265142,"LM_CLR"
"Staphylococcus_hominis","CERCLAGE","Yes",-0.676986261030458,0.223280944031926,0.00248214467913873,0.014696909284374,"LM_CLR"
"Lawsonella_clevelandensis","IMC","IMC",0.139099282547076,0.0464512851502244,0.00279597416254976,0.016446906838528,"LM_CLR"
"Bacillus_dafuensis","CERCLAGE","Yes",-0.515949974914199,0.173096927136952,0.00291182363112906,0.0168007986590372,"LM_CLR"
"Lactobacillus_taiwanensis","OUT_GROUP","B",-0.442693472482968,0.148475260231004,0.00291106185291183,0.0168007986590372,"LM_CLR"
"Prevotella_timonensis","OUT_GROUP","C",-0.5430987810272,0.182120490728685,0.00291213843423312,0.0168007986590372,"LM_CLR"
"Limosilactobacillus_vaginalis","OUT_GROUP","C",-0.667521715001902,0.224751754317819,0.00302529808302828,0.0173424730874233,"LM_CLR"
"Lactobacillus_helveticus","OUT_GROUP","C",-0.597482723537109,0.202019218180654,0.00315064893063364,0.0178490869058221,"LM_CLR"
"Levilactobacillus_spicheri","CERCLAGE","Yes",-0.457433198629323,0.154634648930439,0.00315333868669524,0.0178490869058221,"LM_CLR"
"Lawsonella_clevelandensis","CERCLAGE","Yes",0.562897004677043,0.191378034218278,0.00332709350953445,0.0187149009911313,"LM_CLR"
"Lactobacillus_jensenii","OUT_GROUP","D",-0.845122600724208,0.287687974018651,0.00335761176226382,0.0187692582983692,"LM_CLR"
"Prevotella_buccalis","PAT_AGE","PAT_AGE",-0.169519967893935,0.0580044212214989,0.00352717940896349,0.0195954411609083,"LM_CLR"
"Porphyromonas_sp..oral.taxon.278","CERCLAGE","Yes",-0.561696664277369,0.192753253164485,0.0036085096202388,0.0199242862467173,"LM_CLR"
"Lactobacillus_delbrueckii","PAT_AGE","PAT_AGE",0.126905610920631,0.0436275757675173,0.00368217323890715,0.0202070482622953,"LM_CLR"
"Levilactobacillus_spicheri","IMC","IMC",-0.108317939060992,0.037636054842433,0.0040622380475293,0.0221576620774325,"LM_CLR"
"Streptococcus_anginosus","OUT_GROUP","D",-0.543345785081344,0.18983660051106,0.00426620102678108,0.0231300055668854,"LM_CLR"
"Levilactobacillus_spicheri","OUT_GROUP","C",0.277189293824411,0.0978449787424696,0.00468423446189941,0.0250941131887469,"LM_CLR"
"Mageeibacillus_indolicus","IMC","IMC",0.174287947596356,0.0614963990961782,0.00465705630934447,0.0250941131887469,"LM_CLR"
"Ezakiella_coagulans","OUT_GROUP","D",-0.433323141588578,0.153161919358196,0.00473109328258884,0.0251951713273962,"LM_CLR"
"Anaerococcus_prevotii","IMC","IMC",0.115438826358253,0.0409449303952258,0.00487791049633657,0.0258104862742645,"LM_CLR"
"Prevotella_bivia","IMC","IMC",0.211856180857935,0.0751934503037156,0.00490399239211026,0.0258104862742645,"LM_CLR"
"Peptoniphilus_harei","RCIU","Yes",-0.493950124585763,0.176047317294927,0.00509054197224496,0.0266365568315143,"LM_CLR"
"Lawsonella_clevelandensis","OUT_GROUP","B",0.384091094397257,0.137185808003654,0.00517373735002912,0.0269153966186486,"LM_CLR"
"Prevotella_colorans","RCIU","Yes",-0.672715996947668,0.24171187204555,0.00545453269030563,0.0282131001222705,"LM_CLR"
"Candida_maltosa","IMC","IMC",-0.0962297713613539,0.0346921787063273,0.00561646881159005,0.0288846967453202,"LM_CLR"
"Delftia_acidovorans","CERCLAGE","Yes",-0.463950373682732,0.167916895729014,0.00581095304121466,0.0295472188536339,"LM_CLR"
"Prevotella_disiens","BIL_INC_ATB","Yes",0.346081494737395,0.12523539122736,0.00578899337579106,0.0295472188536339,"LM_CLR"
"Staphylococcus_aureus","CERCLAGE","Yes",-0.593550702000712,0.215591486596506,0.00595813581427054,0.0301254058024915,"LM_CLR"
"Atopobium_deltae","CERCLAGE","Yes",0.619610538688628,0.22617791700599,0.00623001028178336,0.0311500514089168,"LM_CLR"
"Lactobacillus_johnsonii","IMC","IMC",-0.170172122877382,0.0621163453676718,0.00622424152266101,0.0311500514089168,"LM_CLR"
"Aerococcus_christensenii","IMC","IMC",0.198896040219008,0.0728824772131461,0.00642708181594273,0.031866006240299,"LM_CLR"
"Megasphaera_Veillonellaceae.bacterium.DNF00626","RCIU","Yes",-0.682157430137311,0.250036784133188,0.00644401459526047,0.031866006240299,"LM_CLR"
"Gardnerella_leopoldii","PAT_AGE","PAT_AGE",-0.261385971939158,0.0959056740872079,0.00649679543012515,0.0319514529350417,"LM_CLR"
"Delftia_acidovorans","OUT_GROUP","C",0.287529616050992,0.106087318290376,0.00681069769737336,0.0330059259491209,"LM_CLR"
"Prevotella_intermedia","BIL_INC_ATB","Yes",0.210162926929147,0.0775641314932557,0.00681321075270445,0.0330059259491209,"LM_CLR"
"Staphylococcus_epidermidis","CERCLAGE","Yes",-0.672136582607428,0.248010990805684,0.00682122469615164,0.0330059259491209,"LM_CLR"
"Peptoniphilus_lacrimalis","RCIU","Yes",-0.557484488109695,0.206326271033113,0.00697514287408839,0.0335702063458799,"LM_CLR"
"Streptococcus_suis","BIL_INC_ATB","Yes",0.255506968969016,0.0948118808510464,0.00712077727528234,0.0340888273816708,"LM_CLR"
"Candida_albicans","OUT_GROUP","D",0.414411674067941,0.153963722670788,0.00720624054399136,0.0341348236294328,"LM_CLR"
"Candida_viswanathii","OUT_GROUP","C",0.301242806315142,0.111912241155098,0.00716856212679903,0.0341348236294328,"LM_CLR"
"Ralstonia_pickettii","OUT_GROUP","D",0.458861672535695,0.170842889933404,0.00731333750698045,0.0344607526506932,"LM_CLR"
"Enterococcus_faecium","PAT_AGE","PAT_AGE",0.116913725092169,0.04361140352721,0.00744593759081515,0.0347937670679902,"LM_CLR"
"Lactobacillus_iners","OUT_GROUP","C",0.880091012222277,0.328489685271555,0.00746133004902457,0.0347937670679902,"LM_CLR"
"Candida_viswanathii","CERCLAGE","Yes",-0.472488088347887,0.176758668326792,0.00757932516105907,0.0349815007433496,"LM_CLR"
"Streptococcus_pyogenes","CERCLAGE","Yes",0.554190400682892,0.207124714791827,0.00754765480047678,0.0349815007433496,"LM_CLR"
"Lactobacillus_acidophilus","OUT_GROUP","C",-0.37075091723039,0.140178757474835,0.00826125337582794,0.0377417666915997,"LM_CLR"
"Proteus_mirabilis","BIL_INC_ATB","Yes",0.208449757567512,0.0787738931151693,0.00822604575562502,0.0377417666915997,"LM_CLR"
"Streptomyces_griseorubens","CERCLAGE","Yes",-0.55502349235639,0.210438540970801,0.00845066066377061,0.0384120939262301,"LM_CLR"
