feature;variable;level;estimate;std.error;p.value;q.value;method
colistin;HTA_PRE_ECLAM;Yes;0.02391998;0.016988103;0.159118339;0.413707682;CPLM
sulphonamide;DIABET_GESTA;Yes;-0.57792149;0.409181376;0.157836736;0.413707682;CPLM
fusidicacid;OUT_GROUP;C;0.641244664;0.461294155;0.164498738;0.420059277;CPLM
misc;PAT_AGE;PAT_AGE;0.000947951;0.000701528;0.176610349;0.443075086;CPLM
colistin;BIL_INC_ATB;Yes;0.006815747;0.005384482;0.20558009;0.481933654;CPLM
macrolide;HTA_PRE_ECLAM;Yes;0.216289525;0.169546189;0.202062732;0.481933654;CPLM
misc;BIL_INC_ATB;Yes;-0.001959254;0.001538267;0.202778065;0.481933654;CPLM
phenicol;OUT_GROUP;B;0.935030199;0.725682108;0.197577336;0.481933654;CPLM
colistin;DIABET_GESTA;Yes;-0.007739415;0.006372837;0.224580549;0.514085071;CPLM
fosfomycin;BIL_INC_ATB;Yes;0.361907616;0.30029821;0.228141252;0.514085071;CPLM
fusidicacid;RCIU;Yes;0.673767566;0.561401522;0.230080032;0.514085071;CPLM
macrolide;BIL_INC_ATB;Yes;0.073943913;0.063904747;0.247233231;0.543913108;CPLM
misc;HTA_PRE_ECLAM;Yes;-0.00547427;0.0048523;0.259243682;0.554426933;CPLM
sulphonamide;OUT_GROUP;B;0.530860854;0.471062622;0.259766465;0.554426933;CPLM
sulphonamide;CERCLAGE;Yes;0.52782824;0.476508106;0.267991208;0.563569747;CPLM
nitroimidazole;OUT_GROUP;D;0.001894834;0.001782522;0.287778572;0.587890512;CPLM
trimethoprim;OUT_GROUP;D;0.686854823;0.644372944;0.28645643;0.587890512;CPLM
nitroimidazole;PAT_AGE;PAT_AGE;-0.000667539;0.000655215;0.30829361;0.620929384;CPLM
aminoglycoside;PAT_AGE;PAT_AGE;-0.020639615;0.021236484;0.331103182;0.648599384;CPLM
nitroimidazole;IMC;IMC;0.000688106;0.000705585;0.329447621;0.648599384;CPLM
quinolone;CERCLAGE;Yes;0.571975581;0.603686417;0.343398652;0.663594692;CPLM
misc;RCIU;Yes;0.002523816;0.002878485;0.380602824;0.697771843;CPLM
nitroimidazole;OUT_GROUP;C;-0.001573771;0.001754727;0.369785541;0.697771843;CPLM
phenicol;HTA_PRE_ECLAM;Yes;1.023059971;1.159156536;0.377457832;0.697771843;CPLM
trimethoprim;DIABET_GESTA;Yes;-0.543283271;0.61343737;0.375812782;0.697771843;CPLM
aminoglycoside;HTA_PRE_ECLAM;Yes;0.113247192;0.135449806;0.403108575;0.720556577;CPLM
nitroimidazole;RCIU;Yes;-0.00225237;0.00268628;0.401765738;0.720556577;CPLM
quinolone;RCIU;Yes;-0.860888029;1.11167067;0.438688826;0.774475336;CPLM
beta.lactam;RCIU;Yes;-0.211634143;0.277358834;0.445443286;0.776809632;CPLM
nitroimidazole;DIABET_GESTA;Yes;-0.001284874;0.001705312;0.45117702;0.777329082;CPLM
aminoglycoside;OUT_GROUP;B;0.038522826;0.059879157;0.520001672;0.818790756;CPLM
aminoglycoside;Type;SN;0.02179223;0.031228866;0.485287704;0.818790756;CPLM
beta.lactam;DIABET_GESTA;Yes;0.12054346;0.177989191;0.498246351;0.818790756;CPLM
fosfomycin;HTA_PRE_ECLAM;Yes;0.400620038;0.624281532;0.521048663;0.818790756;CPLM
misc;OUT_GROUP;D;0.001272927;0.001915095;0.506254688;0.818790756;CPLM
quinolone;DIABET_GESTA;Yes;-0.337815832;0.48768101;0.488498873;0.818790756;CPLM
sulphonamide;Type;SN;-0.175928548;0.268633686;0.512531308;0.818790756;CPLM
trimethoprim;RCIU;Yes;-0.689979061;1.029482474;0.502717979;0.818790756;CPLM
misc;DIABET_GESTA;Yes;-0.001108487;0.001837903;0.546425172;0.849334778;CPLM
aminoglycoside;OUT_GROUP;D;0.033423498;0.058865586;0.57017518;0.863133297;CPLM
nitroimidazole;BIL_INC_ATB;Yes;0.000796;0.00143632;0.57944613;0.863133297;CPLM
sulphonamide;RCIU;Yes;-0.340775676;0.602487338;0.571655755;0.863133297;CPLM
trimethoprim;PAT_AGE;PAT_AGE;-0.118872065;0.212651227;0.576161627;0.863133297;CPLM
phenicol;OUT_GROUP;D;0.379731177;0.746748815;0.611093909;0.900891021;CPLM
fosfomycin;PAT_AGE;PAT_AGE;0.063577141;0.130543219;0.626244256;0.913805394;CPLM
aminoglycoside;CERCLAGE;Yes;0.038568528;0.101792619;0.704767195;0.926152528;CPLM
aminoglycoside;DIABET_GESTA;Yes;0.021241426;0.055103443;0.699879797;0.926152528;CPLM
colistin;Type;SN;-3.42E-05;9.46E-05;0.717302204;0.926152528;CPLM
fosfomycin;Type;SN;0.09890233;0.260753086;0.704468847;0.926152528;CPLM
fusidicacid;OUT_GROUP;B;-0.201175744;0.590319702;0.733260796;0.926152528;CPLM
fusidicacid;BIL_INC_ATB;Yes;0.183252219;0.402105035;0.648582552;0.926152528;CPLM
fusidicacid;DIABET_GESTA;Yes;0.19585162;0.446836774;0.661163859;0.926152528;CPLM
fusidicacid;HTA_PRE_ECLAM;Yes;-0.423131891;1.289502293;0.742808972;0.926152528;CPLM
macrolide;RCIU;Yes;-0.042111963;0.119378851;0.724269128;0.926152528;CPLM
phenicol;PAT_AGE;PAT_AGE;-0.082016472;0.243799107;0.736561666;0.926152528;CPLM
phenicol;CERCLAGE;Yes;0.380260291;1.006233084;0.705501332;0.926152528;CPLM
phenicol;Type;SN;0.132881402;0.37912706;0.7259687;0.926152528;CPLM
quinolone;PAT_AGE;PAT_AGE;-0.072414112;0.181993234;0.690707933;0.926152528;CPLM
quinolone;HTA_PRE_ECLAM;Yes;-0.417700899;1.111352867;0.707029134;0.926152528;CPLM
tetracycline;OUT_GROUP;B;-0.026393649;0.081088222;0.744807977;0.926152528;CPLM
trimethoprim;OUT_GROUP;B;0.244464653;0.713823176;0.731995499;0.926152528;CPLM
trimethoprim;Type;SN;-0.147941805;0.361823342;0.682628787;0.926152528;CPLM
fusidicacid;OUT_GROUP;D;0.161734783;0.526570668;0.758731221;0.935332454;CPLM
macrolide;OUT_GROUP;D;-0.024895928;0.084959603;0.769497286;0.940496682;CPLM
tetracycline;RCIU;Yes;0.031179963;0.110020224;0.77686862;0.941459429;CPLM
beta.lactam;Type;SN;-0.024100586;0.094279561;0.798237356;0.95123285;CPLM
fosfomycin;CERCLAGE;Yes;0.145475268;0.550883419;0.791721108;0.95123285;CPLM
fosfomycin;DIABET_GESTA;Yes;-0.080678489;0.349642602;0.817512453;0.953259795;CPLM
macrolide;OUT_GROUP;B;0.017667071;0.083924788;0.833269051;0.953259795;CPLM
misc;Type;SN;1.58E-05;7.00E-05;0.821580263;0.953259795;CPLM
phenicol;RCIU;Yes;-0.233402121;1.078940417;0.828734181;0.953259795;CPLM
sulphonamide;HTA_PRE_ECLAM;Yes;-0.22831712;1.061648226;0.829721235;0.953259795;CPLM
aminoglycoside;RCIU;Yes;0.003981193;0.085429909;0.962830551;0.976487722;CPLM
colistin;PAT_AGE;PAT_AGE;-0.000208513;0.002449013;0.932148811;0.976487722;CPLM
fusidicacid;PAT_AGE;PAT_AGE;-0.017086267;0.185477055;0.926602183;0.976487722;CPLM
fusidicacid;CERCLAGE;Yes;-0.099586828;0.855583875;0.907338439;0.976487722;CPLM
fusidicacid;Type;SN;-0.054487912;0.356942013;0.878672715;0.976487722;CPLM
misc;OUT_GROUP;B;-0.00023296;0.00196365;0.905563728;0.976487722;CPLM
misc;OUT_GROUP;C;-8.80E-05;0.001878388;0.962651314;0.976487722;CPLM
nitroimidazole;OUT_GROUP;B;9.19E-05;0.001835786;0.960082331;0.976487722;CPLM
nitroimidazole;Type;SN;1.93E-06;2.34E-05;0.934060746;0.976487722;CPLM
phenicol;BIL_INC_ATB;Yes;0.063658098;0.537047923;0.90564506;0.976487722;CPLM
phenicol;DIABET_GESTA;Yes;-0.055876666;0.640791793;0.930513009;0.976487722;CPLM
quinolone;Type;SN;0.05144834;0.366880799;0.88847688;0.976487722;CPLM
tetracycline;OUT_GROUP;D;0.006725691;0.080771299;0.933638183;0.976487722;CPLM
tetracycline;DIABET_GESTA;Yes;-0.00506024;0.072416881;0.944291933;0.976487722;CPLM
trimethoprim;CERCLAGE;Yes;0.065962484;0.938303089;0.943955071;0.976487722;CPLM
trimethoprim;HTA_PRE_ECLAM;Yes;-0.251762526;1.463416785;0.863408069;0.976487722;CPLM
fusidicacid;IMC;IMC;-0.00341068;0.194150188;0.985984105;0.992927655;CPLM
colistin;CERCLAGE;Yes;5.12E-05;0.012251094;0.996664567;0.996664567;CPLM
