feature;variable;level;estimate;std.error;p.value;q.value;method
Prevotella_nigrescens;Type;SN;-0.620720693;0.052749429;1.80E-30;5.57E-29;LM_CLR
Prevotella_timonensis;Type;SN;1.299258651;0.110795721;6.09E-30;1.83E-28;LM_CLR
Prevotella_colorans;Type;SN;1.081156198;0.094303421;9.49E-29;2.76E-27;LM_CLR
Anaerococcus_hydrogenalis;Type;SN;0.871664412;0.077571442;6.63E-28;1.87E-26;LM_CLR
Streptococcus_suis;Type;SN;0.771336272;0.07090636;3.30E-26;9.06E-25;LM_CLR
Bradyrhizobium_diazoefficiens;Type;SN;-0.780692018;0.074403973;1.68E-24;4.49E-23;LM_CLR
Staphylococcus_haemolyticus;Type;SN;1.188753423;0.114341867;3.34E-24;8.71E-23;LM_CLR
Bacillus_cereus;Type;SN;-0.53170563;0.052105005;1.48E-23;3.76E-22;LM_CLR
Streptococcus_anginosus;Type;SN;1.09778589;0.107561314;2.13E-23;5.27E-22;LM_CLR
Peptoniphilus_coxii;Type;SN;0.792112546;0.078620335;6.06E-23;1.46E-21;LM_CLR
Peptoniphilus_lacrimalis;Type;SN;0.830864361;0.082580326;7.68E-23;1.81E-21;LM_CLR
Anaerococcus_lactolyticus;Type;SN;0.840158788;0.083614388;9.14E-23;2.10E-21;LM_CLR
Bacteroides_fragilis;Type;SN;-0.514044687;0.053307143;2.59E-21;5.82E-20;LM_CLR
Peptoniphilus_duerdenii;Type;SN;0.771972943;0.080307578;4.96E-21;1.09E-19;LM_CLR
Staphylococcus_hominis;Type;SN;0.925945179;0.09733553;1.12E-20;2.41E-19;LM_CLR
Proteus_mirabilis;Type;SN;-0.568860051;0.062046274;2.07E-19;4.37E-18;LM_CLR
Ezakiella_coagulans;Type;SN;0.78198222;0.085306872;2.85E-19;5.88E-18;LM_CLR
Pseudomonas_aeruginosa;Type;SN;-0.673093006;0.074751543;6.90E-19;1.39E-17;LM_CLR
Streptococcus_pyogenes;Type;SN;0.682498966;0.082597405;4.05E-16;8.01E-15;LM_CLR
Atopobium_deltae;Type;SN;0.58706473;0.078642223;2.01E-13;3.90E-12;LM_CLR
Dialister_micraerophilus;Type;SN;0.679115927;0.092767026;4.99E-13;9.50E-12;LM_CLR
Streptococcus_agalactiae;Type;SN;0.794598179;0.109509114;8.06E-13;1.50E-11;LM_CLR
Fusobacterium_nucleatum;Type;SN;0.537295213;0.077189911;5.65E-12;1.04E-10;LM_CLR
Lactobacillus_hominis;OUT_GROUP;D;-1.068829317;0.15484385;7.43E-12;1.34E-10;LM_CLR
Ralstonia_pickettii;Type;SN;-0.573320284;0.082484064;1.28E-11;2.26E-10;LM_CLR
Lactobacillus_paragasseri;OUT_GROUP;D;-1.587435313;0.233849027;1.60E-11;2.79E-10;LM_CLR
Peptoniphilus_sp..SAHP1;IMC;IMC;0.364039444;0.054642221;3.80E-11;6.48E-10;LM_CLR
Lactobacillus_gasseri;OUT_GROUP;D;-1.708156199;0.257612204;4.58E-11;7.68E-10;LM_CLR
Bradyrhizobium_sp..BTAi1;Type;SN;-0.495725973;0.07460314;6.62E-11;1.09E-09;LM_CLR
Lactobacillus_johnsonii;OUT_GROUP;D;-1.157626372;0.179901501;1.64E-10;2.66E-09;LM_CLR
Lactobacillus_helveticus;OUT_GROUP;D;-1.401454312;0.220935519;2.95E-10;4.71E-09;LM_CLR
Megasphaera_Veillonellaceae.bacterium.DNF00626;Type;SN;0.554229417;0.087239229;3.47E-10;5.46E-09;LM_CLR
Lactobacillus_kefiranofaciens;IMC;IMC;-0.436061589;0.070843007;9.62E-10;1.49E-08;LM_CLR
Prevotella_intermedia;CERCLAGE;Yes;0.88265326;0.145948113;1.89E-09;2.84E-08;LM_CLR
Prevotella_timonensis;IMC;IMC;0.409787044;0.067800198;1.90E-09;2.84E-08;LM_CLR
Ralstonia_insidiosa;Type;SN;-0.527939353;0.085220858;1.95E-09;2.89E-08;LM_CLR
Lactobacillus_taiwanensis;OUT_GROUP;D;-0.887576682;0.147103152;2.00E-09;2.91E-08;LM_CLR
Peptoniphilus_duerdenii;IMC;IMC;0.278393419;0.048546603;1.18E-08;1.70E-07;LM_CLR
Lactobacillus_acidophilus;IMC;IMC;-0.30218109;0.052844321;1.30E-08;1.84E-07;LM_CLR
Lactobacillus_delbrueckii;IMC;IMC;-0.253160686;0.044540869;1.58E-08;2.20E-07;LM_CLR
Staphylococcus_epidermidis;IMC;IMC;-0.336271685;0.059331607;1.76E-08;2.42E-07;LM_CLR
Lactobacillus_paragasseri;OUT_GROUP;C;-1.22271393;0.217694803;2.31E-08;3.13E-07;LM_CLR
Lactobacillus_crispatus;IMC;IMC;-0.763062666;0.137607068;3.46E-08;4.63E-07;LM_CLR
Anaerococcus_lactolyticus;IMC;IMC;0.279426387;0.050450093;3.60E-08;4.75E-07;LM_CLR
Lactobacillus_helveticus;IMC;IMC;-0.423975495;0.076675527;3.79E-08;4.94E-07;LM_CLR
Ezakiella_coagulans;IMC;IMC;0.287974839;0.052842487;5.92E-08;7.62E-07;LM_CLR
Lactobacillus_amylovorus;IMC;IMC;-0.395347754;0.072959352;6.99E-08;8.87E-07;LM_CLR
Mageeibacillus_indolicus;Type;SN;0.475183151;0.087384797;7.10E-08;8.90E-07;LM_CLR
Fusobacterium_nucleatum;CERCLAGE;Yes;0.999461128;0.187067977;1.07E-07;1.32E-06;LM_CLR
Prevotella_intermedia;OUT_GROUP;D;0.545431447;0.10234806;1.13E-07;1.39E-06;LM_CLR
Prevotella_disiens;CERCLAGE;Yes;1.206239906;0.228496791;1.51E-07;1.82E-06;LM_CLR
Peptoniphilus_coxii;IMC;IMC;0.238545953;0.045339965;1.64E-07;1.96E-06;LM_CLR
Limosilactobacillus_coleohominis;Type;SN;0.419669255;0.079615676;1.86E-07;2.19E-06;LM_CLR
Lactobacillus_acidophilus;OUT_GROUP;D;-0.792395533;0.152897442;2.48E-07;2.89E-06;LM_CLR
Lactobacillus_kefiranofaciens;OUT_GROUP;D;-1.03081435;0.203897877;4.80E-07;5.53E-06;LM_CLR
Prevotella_bivia;PAT_AGE;PAT_AGE;-0.361681741;0.071864609;5.43E-07;6.18E-06;LM_CLR
Escherichia_coli;OUT_GROUP;D;0.986891855;0.196376132;5.63E-07;6.31E-06;LM_CLR
Prevotella_disiens;IMC;IMC;0.276458144;0.055026443;5.67E-07;6.31E-06;LM_CLR
Limosilactobacillus_coleohominis;IMC;IMC;-0.334144598;0.067543138;8.38E-07;9.22E-06;LM_CLR
Streptomyces_griseorubens;Type;SN;-0.489338278;0.099520805;9.77E-07;1.06E-05;LM_CLR
Prevotella_bivia;OUT_GROUP;D;1.031781791;0.213442556;1.47E-06;1.58E-05;LM_CLR
Limosilactobacillus_reuteri;OUT_GROUP;D;-0.77816468;0.162839979;1.93E-06;2.06E-05;LM_CLR
Trichomonas_vaginalis;IMC;IMC;-0.139746072;0.029449891;2.32E-06;2.45E-05;LM_CLR
Prevotella_nigrescens;CERCLAGE;Yes;0.542589266;0.115163399;2.73E-06;2.85E-05;LM_CLR
Escherichia_coli;BIL_INC_ATB;Yes;0.698488398;0.148774143;2.91E-06;3.00E-05;LM_CLR
Prevotella_disiens;PAT_AGE;PAT_AGE;-0.251932598;0.053735524;3.01E-06;3.08E-05;LM_CLR
Finegoldia_magna;IMC;IMC;0.247844154;0.053208485;3.48E-06;3.52E-05;LM_CLR
Lactobacillus_taiwanensis;Type;SN;0.361665094;0.078132026;4.19E-06;4.19E-05;LM_CLR
Prevotella_buccalis;IMC;IMC;0.266599826;0.057775848;4.29E-06;4.24E-05;LM_CLR
Lactobacillus_amylovorus;OUT_GROUP;D;-0.963280345;0.210295079;5.01E-06;4.91E-05;LM_CLR
Fusobacterium_nucleatum;IMC;IMC;0.205584719;0.04506609;5.49E-06;5.33E-05;LM_CLR
Lactobacillus_kitasatonis;IMC;IMC;-0.279716888;0.061580312;6.01E-06;5.78E-05;LM_CLR
Limosilactobacillus_fermentum;OUT_GROUP;D;-0.634329312;0.1415818;8.00E-06;7.61E-05;LM_CLR
Lactobacillus_taiwanensis;IMC;IMC;-0.2245479;0.050736685;1.03E-05;9.72E-05;LM_CLR
Prevotella_nigrescens;OUT_GROUP;D;0.357247499;0.081446904;1.24E-05;0.000115619;LM_CLR
Staphylococcus_hominis;IMC;IMC;-0.236166061;0.054294953;1.47E-05;0.000135656;LM_CLR
Lactobacillus_kitasatonis;Type;SN;0.33428465;0.078206572;2.18E-05;0.000198072;LM_CLR
Lawsonella_clevelandensis;OUT_GROUP;B;0.562605236;0.132130552;2.18E-05;0.000198072;LM_CLR
Enterococcus_faecalis;Type;SN;0.607986436;0.144087318;2.65E-05;0.000238677;LM_CLR
Salmonella_enterica;BIL_INC_ATB;Yes;0.414762024;0.098847651;2.87E-05;0.00025616;LM_CLR
Gardnerella_piotii;Type;SN;0.490067865;0.116529138;2.92E-05;0.000258136;LM_CLR
Atopobium_deltae;IMC;IMC;0.221742926;0.053502074;3.59E-05;0.000314945;LM_CLR
Prevotella_buccalis;CERCLAGE;Yes;0.980109403;0.239782484;4.62E-05;0.000400824;LM_CLR
Proteus_mirabilis;PAT_AGE;PAT_AGE;0.140818659;0.034568475;4.89E-05;0.000420622;LM_CLR
Streptococcus_anginosus;IMC;IMC;0.266701249;0.065683817;5.15E-05;0.000439796;LM_CLR
Bradyrhizobium_diazoefficiens;OUT_GROUP;C;-0.478244246;0.118269957;5.56E-05;0.000470571;LM_CLR
Lawsonella_clevelandensis;OUT_GROUP;D;0.523747189;0.130432595;6.23E-05;0.000522588;LM_CLR
Gardnerella_leopoldii;Type;SN;0.494256892;0.123061544;6.55E-05;0.000544863;LM_CLR
Bacillus_cereus;IMC;IMC;-0.110800796;0.027724438;6.77E-05;0.000558531;LM_CLR
Lactobacillus_crispatus;OUT_GROUP;D;-1.557418581;0.394589271;8.27E-05;0.000676554;LM_CLR
Lactobacillus_iners;IMC;IMC;0.485096345;0.124480613;0.000101696;0.00082524;LM_CLR
Prevotella_buccalis;OUT_GROUP;D;0.653400998;0.16802659;0.000105154;0.000846359;LM_CLR
Streptococcus_anginosus;CERCLAGE;Yes;1.060506175;0.27334369;0.000109412;0.000873528;LM_CLR
Corynebacterium_tuberculostearicum;IMC;IMC;0.19772051;0.051002079;0.000110586;0.000875842;LM_CLR
Prevotella_colorans;CERCLAGE;Yes;0.924216185;0.240608574;0.000127948;0.001005306;LM_CLR
Prevotella_disiens;OUT_GROUP;D;0.612335271;0.159994638;0.000134824;0.001050987;LM_CLR
Peptoniphilus_harei;IMC;IMC;0.160106903;0.041871681;0.000137002;0.001059623;LM_CLR
Escherichia_coli;OUT_GROUP;C;0.690232865;0.180805649;0.000140817;0.001080689;LM_CLR
Bradyrhizobium_sp..BTAi1;BIL_INC_ATB;Yes;-0.400847021;0.105155127;0.000144674;0.001101746;LM_CLR
Corynebacterium_tuberculostearicum;OUT_GROUP;C;0.518448171;0.13682828;0.000157731;0.001182982;LM_CLR
Lactobacillus_hominis;OUT_GROUP;C;-0.545863551;0.144029546;0.000156647;0.001182982;LM_CLR
Klebsiella_pneumoniae;OUT_GROUP;D;0.600066359;0.159981828;0.000183154;0.001343132;LM_CLR
Lactiplantibacillus_plantarum;Type;SN;0.273575018;0.072829125;0.000181765;0.001343132;LM_CLR
Staphylococcus_epidermidis;OUT_GROUP;C;0.597048117;0.159120213;0.000182974;0.001343132;LM_CLR
Salmonella_enterica;Type;SN;-0.314179801;0.083967186;0.00019014;0.001384111;LM_CLR
Megasphaera_Veillonellaceae.bacterium.DNF00626;IMC;IMC;0.225716333;0.060386509;0.000192626;0.00139197;LM_CLR
Limosilactobacillus_reuteri;IMC;IMC;-0.20973078;0.056315333;0.000203297;0.001458437;LM_CLR
Bacteroides_fragilis;OUT_GROUP;D;0.315290424;0.084708177;0.000204862;0.001459086;LM_CLR
Ralstonia_insidiosa;BIL_INC_ATB;Yes;-0.571512734;0.155924421;0.000259049;0.001831847;LM_CLR
Gardnerella_vaginalis;IMC;IMC;0.422244751;0.116542101;0.000300709;0.002111359;LM_CLR
Anaerococcus_hydrogenalis;IMC;IMC;0.162274069;0.044849528;0.00030662;0.002137701;LM_CLR
Lactobacillus_acidophilus;Type;SN;0.274199731;0.075912788;0.00032224;0.002230891;LM_CLR
Peptoniphilus_lacrimalis;CERCLAGE;Yes;0.738129499;0.205179518;0.000332616;0.002286733;LM_CLR
Lactobacillus_hominis;OUT_GROUP;B;-0.558249399;0.155332522;0.000335869;0.002290122;LM_CLR
Prevotella_timonensis;OUT_GROUP;D;0.707432904;0.196916305;0.000337735;0.002290122;LM_CLR
Ralstonia_insidiosa;OUT_GROUP;B;0.736826497;0.205195428;0.000343602;0.002314058;LM_CLR
Limosilactobacillus_fermentum;IMC;IMC;-0.174886529;0.048793403;0.000348827;0.002333369;LM_CLR
Lactobacillus_kefiranofaciens;Type;SN;0.300185653;0.083827417;0.000368671;0.002449558;LM_CLR
Aerococcus_christensenii;Type;SN;0.343373768;0.096788304;0.000412979;0.002725663;LM_CLR
Staphylococcus_haemolyticus;CERCLAGE;Yes;-0.935199717;0.26428997;0.000417795;0.002739186;LM_CLR
Citrobacter_freundii;OUT_GROUP;D;0.435721425;0.1235577;0.000433745;0.002825051;LM_CLR
Lactobacillus_taiwanensis;PAT_AGE;PAT_AGE;0.174840554;0.049641599;0.000441376;0.002855965;LM_CLR
Lactobacillus_crispatus;OUT_GROUP;C;-1.293496858;0.368251979;0.000456651;0.002935614;LM_CLR
Prevotella_colorans;IMC;IMC;0.202941845;0.057806572;0.000460267;0.002939771;LM_CLR
Limosilactobacillus_coleohominis;OUT_GROUP;D;-0.675609775;0.194382267;0.000523606;0.003322882;LM_CLR
Stenotrophomonas_maltophilia;OUT_GROUP;D;0.346207098;0.099820637;0.000538861;0.003397914;LM_CLR
Peptoniphilus_lacrimalis;IMC;IMC;0.171013541;0.049360598;0.000546176;0.003422239;LM_CLR
Lactobacillus_gasseri;OUT_GROUP;C;-0.826940375;0.239892182;0.000581742;0.003622164;LM_CLR
Prevotella_bivia;CERCLAGE;Yes;1.051131022;0.30609799;0.000612067;0.003787166;LM_CLR
Lawsonella_clevelandensis;IMC;IMC;0.151054165;0.044800087;0.000766552;0.004713582;LM_CLR
Salmonella_enterica;OUT_GROUP;D;0.436975277;0.130432495;0.00082736;0.005056089;LM_CLR
Lactobacillus_hominis;IMC;IMC;-0.179109378;0.053549878;0.000844291;0.005127901;LM_CLR
Levilactobacillus_spicheri;IMC;IMC;-0.119176221;0.03571553;0.000868834;0.005244792;LM_CLR
Megasphaera_Veillonellaceae.bacterium.DNF00626;PAT_AGE;PAT_AGE;-0.197206326;0.059131998;0.000874289;0.005245732;LM_CLR
Prevotella_buccalis;PAT_AGE;PAT_AGE;-0.187453034;0.056408112;0.00091259;0.005442553;LM_CLR
Bradyrhizobium_diazoefficiens;BIL_INC_ATB;Yes;-0.321008303;0.096859043;0.000942191;0.005585444;LM_CLR
Pseudomonas_aeruginosa;OUT_GROUP;D;0.37976303;0.115467331;0.001029069;0.006064156;LM_CLR
Bradyrhizobium_macuxiense;CERCLAGE;Yes;-0.443536863;0.135989176;0.001135491;0.006651693;LM_CLR
Prevotella_timonensis;CERCLAGE;Yes;0.919714819;0.282180857;0.001143675;0.006660223;LM_CLR
Dialister_micraerophilus;IMC;IMC;0.189407869;0.058243571;0.001171373;0.006781634;LM_CLR
Candida_maltosa;IMC;IMC;-0.10664432;0.032879201;0.001208237;0.006954386;LM_CLR
Candida_maltosa;CERCLAGE;Yes;-0.438258506;0.135351282;0.001235345;0.007069318;LM_CLR
Candida_maltosa;PAT_AGE;PAT_AGE;0.103473626;0.031993309;0.001249323;0.007108216;LM_CLR
Bacillus_dafuensis;CERCLAGE;Yes;-0.508753744;0.157644182;0.001282758;0.007256743;LM_CLR
Lactobacillus_delbrueckii;OUT_GROUP;D;-0.41639667;0.129243614;0.001300261;0.007313966;LM_CLR
Enterococcus_faecium;PAT_AGE;PAT_AGE;0.134067036;0.041625781;0.001311307;0.007334429;LM_CLR
Acidaminococcus_sp..CAG.542;IMC;IMC;-0.128402449;0.039910807;0.001323995;0.007363793;LM_CLR
Lactobacillus_kitasatonis;OUT_GROUP;D;-0.565685841;0.177556312;0.001471325;0.008137494;LM_CLR
Bradyrhizobium_sp..BTAi1;OUT_GROUP;B;0.443570533;0.139405117;0.00149649;0.008230698;LM_CLR
Lactobacillus_helveticus;OUT_GROUP;C;-0.653600158;0.205877718;0.001529993;0.008368469;LM_CLR
Lactobacillus_gasseri;CERCLAGE;Yes;1.18530633;0.374227981;0.001570003;0.008540128;LM_CLR
Limosilactobacillus_vaginalis;OUT_GROUP;D;-0.770908669;0.243711202;0.001590411;0.008603862;LM_CLR
Enterococcus_faecalis;OUT_GROUP;C;0.69600593;0.220977362;0.001671102;0.008991256;LM_CLR
Bradyrhizobium_sp..BTAi1;OUT_GROUP;C;-0.404546915;0.128689375;0.001710113;0.009119885;LM_CLR
Enterobacter_hormaechei;OUT_GROUP;D;0.384046243;0.122253101;0.001713433;0.009119885;LM_CLR
Anaerococcus_prevotii;IMC;IMC;0.123840267;0.039470344;0.001737739;0.009199793;LM_CLR
Finegoldia_magna;OUT_GROUP;B;0.490790964;0.156870383;0.001787004;0.009410285;LM_CLR
Lactobacillus_paragasseri;OUT_GROUP;B;-0.732582214;0.234501275;0.001816493;0.009514962;LM_CLR
Porphyromonas_sp..oral.taxon.278;CERCLAGE;Yes;-0.554958083;0.177887856;0.001852169;0.009650775;LM_CLR
Levilactobacillus_spicheri;CERCLAGE;Yes;-0.456046914;0.14726606;0.001997946;0.010355844;LM_CLR
Corynebacterium_tuberculostearicum;CERCLAGE;Yes;-0.651861888;0.210862562;0.00203358;0.010485646;LM_CLR
Candida_viswanathii;PAT_AGE;PAT_AGE;0.117109885;0.038108187;0.002161493;0.011087449;LM_CLR
Proteus_mirabilis;BIL_INC_ATB;Yes;0.238906968;0.078068961;0.002251052;0.011487327;LM_CLR
Prevotella_bivia;IMC;IMC;0.22477553;0.073510963;0.002269829;0.011523748;LM_CLR
Corynebacterium_tuberculostearicum;OUT_GROUP;D;0.453562336;0.148505459;0.002296829;0.01160133;LM_CLR
Lawsonella_clevelandensis;CERCLAGE;Yes;0.564042315;0.185301886;0.0023812;0.011966437;LM_CLR
Lactiplantibacillus_plantarum;IMC;IMC;-0.132323793;0.043580867;0.00243766;0.012188299;LM_CLR
Ralstonia_pickettii;BIL_INC_ATB;Yes;-0.378554795;0.125507012;0.00261626;0.013015566;LM_CLR
Lactobacillus_jensenii;OUT_GROUP;D;-0.87708966;0.291175992;0.002635236;0.013044416;LM_CLR
Delftia_acidovorans;OUT_GROUP;D;0.324166699;0.107768484;0.002674137;0.013171122;LM_CLR
Candida_viswanathii;IMC;IMC;-0.117165498;0.039184234;0.002837302;0.013742886;LM_CLR
Citrobacter_freundii;BIL_INC_ATB;Yes;0.279955144;0.093670317;0.002845749;0.013742886;LM_CLR
Escherichia_coli;Type;SN;-0.369713782;0.12350926;0.00281141;0.013742886;LM_CLR
Limosilactobacillus_reuteri;Type;SN;0.237203649;0.079218187;0.002837437;0.013742886;LM_CLR
Staphylococcus_hominis;CERCLAGE;Yes;-0.669224803;0.224667756;0.002952368;0.014188565;LM_CLR
Delftia_acidovorans;CERCLAGE;Yes;-0.454466108;0.152850869;0.002999963;0.014347651;LM_CLR
Levilactobacillus_spicheri;PAT_AGE;PAT_AGE;0.102428544;0.034777111;0.003280082;0.015611931;LM_CLR
Lactobacillus_kitasatonis;OUT_GROUP;C;-0.486129577;0.165408708;0.003342396;0.015789229;LM_CLR
Limosilactobacillus_reuteri;OUT_GROUP;C;-0.445076975;0.151467472;0.00334923;0.015789229;LM_CLR
Bradyrhizobium_macuxiense;IMC;IMC;-0.096369766;0.032875129;0.003426241;0.015985228;LM_CLR
Prevotella_colorans;PAT_AGE;PAT_AGE;-0.165571288;0.056503067;0.003439246;0.015985228;LM_CLR
Staphylococcus_aureus;CERCLAGE;Yes;-0.57962937;0.197658363;0.003427765;0.015985228;LM_CLR
Mageeibacillus_indolicus;IMC;IMC;0.17836834;0.060943324;0.003476675;0.016083682;LM_CLR
Candida_viswanathii;CERCLAGE;Yes;-0.469136021;0.161106935;0.003655736;0.016795173;LM_CLR
Ralstonia_insidiosa;OUT_GROUP;D;0.595897168;0.204657107;0.003664401;0.016795173;LM_CLR
Limosilactobacillus_vaginalis;Type;SN;0.289327405;0.099499663;0.00376329;0.017168929;LM_CLR
Anaerococcus_lactolyticus;RCIU;Yes;-0.593834691;0.206085121;0.004016759;0.018241243;LM_CLR
Acidaminococcus_sp..CAG.542;CERCLAGE;Yes;-0.471520447;0.163799863;0.004062743;0.018365823;LM_CLR
Lactobacillus_delbrueckii;PAT_AGE;PAT_AGE;0.125099164;0.04356057;0.004139421;0.018627395;LM_CLR
Lactobacillus_kefiranofaciens;OUT_GROUP;C;-0.544331383;0.190083774;0.004245381;0.019017769;LM_CLR
Prevotella_colorans;OUT_GROUP;D;0.478380971;0.167883105;0.004437278;0.019787861;LM_CLR
Bacillus_dafuensis;IMC;IMC;-0.109127705;0.038384036;0.004533479;0.020126206;LM_CLR
Bacillus_cereus;OUT_GROUP;D;0.229328739;0.080775835;0.004589977;0.020286057;LM_CLR
Pseudomonas_sp..ERMR1.02;CERCLAGE;Yes;-0.464603533;0.164532392;0.004822053;0.021217035;LM_CLR
Gardnerella_leopoldii;PAT_AGE;PAT_AGE;-0.269586301;0.095609121;0.004871082;0.021337927;LM_CLR
Bacillus_dafuensis;PAT_AGE;PAT_AGE;0.105063629;0.037312233;0.004937739;0.021534631;LM_CLR
Streptomyces_caelestis;CERCLAGE;Yes;-0.529563649;0.188478442;0.005036984;0.021871115;LM_CLR
Candida_dubliniensis;CERCLAGE;Yes;-0.486387735;0.173902677;0.005239806;0.022652438;LM_CLR
Peptoniphilus_sp..HMSC062D09;IMC;IMC;0.124013246;0.044512812;0.005407223;0.023274567;LM_CLR
Aerococcus_christensenii;IMC;IMC;0.201805708;0.072550747;0.005477478;0.023470173;LM_CLR
Prevotella_bivia;BIL_INC_ATB;Yes;0.449663925;0.161741238;0.005500081;0.023470173;LM_CLR
Lactobacillus_hominis;Type;SN;0.20932126;0.075334592;0.005590578;0.023753958;LM_CLR
Pseudomonas_sp..ERMR1.02;IMC;IMC;-0.11110235;0.040059654;0.005620675;0.023779778;LM_CLR
Finegoldia_magna;PAT_AGE;PAT_AGE;-0.143725143;0.051883455;0.00567569;0.023910352;LM_CLR
Candida_tropicalis;CERCLAGE;Yes;-0.428971646;0.15518791;0.005793041;0.024301317;LM_CLR
Atopobium_deltae;CERCLAGE;Yes;0.616712477;0.223627685;0.005893637;0.02461899;LM_CLR
Staphylococcus_haemolyticus;OUT_GROUP;C;0.472401876;0.171425649;0.005940747;0.024711512;LM_CLR
Staphylococcus_epidermidis;CERCLAGE;Yes;-0.674136165;0.245157667;0.006048814;0.025055756;LM_CLR
Lactobacillus_johnsonii;IMC;IMC;-0.170097883;0.062119589;0.006250237;0.025782229;LM_CLR
Streptococcus_suis;OUT_GROUP;C;0.310516599;0.113772616;0.006425625;0.026395721;LM_CLR
Prevotella_timonensis;PAT_AGE;PAT_AGE;-0.180498556;0.066269114;0.006532315;0.026723107;LM_CLR
Porphyromonas_sp..oral.taxon.278;IMC;IMC;-0.117108011;0.043294569;0.006915336;0.028173593;LM_CLR
Streptococcus_pyogenes;CERCLAGE;Yes;0.548963267;0.204205752;0.007268686;0.029491802;LM_CLR
Streptococcus_agalactiae;IMC;IMC;0.185657629;0.069358807;0.007515002;0.030366743;LM_CLR
Streptomyces_gancidicus;CERCLAGE;Yes;-0.523733693;0.197224609;0.008021833;0.032282985;LM_CLR
Porphyromonas_sp..oral.taxon.278;PAT_AGE;PAT_AGE;0.111572583;0.042093476;0.00813078;0.032588956;LM_CLR
Lactobacillus_taiwanensis;OUT_GROUP;C;-0.35986757;0.136537808;0.008484322;0.033868866;LM_CLR
Ralstonia_pickettii;OUT_GROUP;C;-0.40424928;0.153702193;0.008652117;0.034399985;LM_CLR
Candida_tropicalis;PAT_AGE;PAT_AGE;0.096356746;0.036714616;0.008780148;0.034493437;LM_CLR
Pseudomonas_sp..ERMR1.02;PAT_AGE;PAT_AGE;0.102258436;0.038941724;0.00874043;0.034493437;LM_CLR
Streptomyces_griseorubens;CERCLAGE;Yes;-0.551171715;0.20999929;0.008773533;0.034493437;LM_CLR
